base,direccion,latitud,longitud,estado
VALDIVIESO,Centro Materno Infantil San Fernando,-12.059623674561461,-76.99651610591965,PENDIENTE
SALAMANCA,Caseta de vigilancia - El Cortijo Cuadra 2,-12.07772884,-76.97908599,PENDIENTE
SALAMANCA,Av. Separadora Industrial N 1352,-12.07078727259489,-76.97358910550314,PENDIENTE
VALDIVIESO,Parque Cahuide,-12.057566208504284,-76.99338816120998,PENDIENTE
VALDIVIESO,Calle Bonemaison N 130,-12.059891147300153,-76.99496277297176,PENDIENTE
VALDIVIESO,Calle Grau N 177,-12.060176319285272,-76.9943888343388,PENDIENTE
SALAMANCA,Caseta de vigilancia Urbanizacion Los Alamos,-12.073282886184096,-76.98623982547674,PENDIENTE
SALAMANCA,Calle Hefestos N 374-376,-12.073951375346175,-76.97778195546758,PENDIENTE
SALAMANCA,Calle Madre Selva,-12.08096520772635,-76.98292150457085,PENDIENTE
SALAMANCA,Calle Las Hiedras,-12.079320645055617,-76.98414726132587,PENDIENTE
SALAMANCA,Urbanizacion El Bosque - Mz. D Lt. 10,-12.06178,-76.984597,PENDIENTE
SALAMANCA,Calle Las Orquideas N 100,-12.074612,-76.990527,PENDIENTE
SALAMANCA,Urbanizacion Miguel Grau,-12.076536048393557,-76.98382745947784,PENDIENTE
SALAMANCA,Parque Ica,-12.078499287923815,-76.9871536343386,PENDIENTE
SALAMANCA,Parque Trujillo,-12.079554010304582,-76.98364798646529,PENDIENTE
SALAMANCA,Parque Yucay,-12.076536048393557,-76.98382745947784,PENDIENTE
SALAMANCA,Asociacion Virgen del Carmen - Mz. B Lt. 15,-12.06178,-76.984597,PENDIENTE
SALAMANCA,AA.HH. Jose Carlos Mariategui - Mz. A Lt. 6,-12.074649911099339,-76.98758681594168,PENDIENTE
SALAMANCA,Parque Lima,-12.076672442981277,-76.98792600416152,PENDIENTE
SALAMANCA,Asociacion Virgen del Carmen - Av. Marginal - Mz. C Lt. 01,-12.076939,-76.98567,PENDIENTE
SALAMANCA,Calle Los Girasoles,-12.07461534166697,-76.97540704859489,PENDIENTE
SALAMANCA,Parque Juno,-12.07006517197342,-76.97403395947795,PENDIENTE
SALAMANCA,Parque Apolo,-12.07268543192245,-76.98083843249059,PENDIENTE
SALAMANCA,Hotel Asturias,-12.071935384000101,-76.98004132513219,PENDIENTE
SALAMANCA,Parque Piura,-12.077911383415902,-76.98588565947784,PENDIENTE
SALAMANCA,Pasaje Las Guindas,-12.068768345932916,-76.98249541899682,PENDIENTE
SALAMANCA,Av. Paracas Cdra. 4,-12.075587663026527,-76.98734490576942,PENDIENTE
SALAMANCA,Av. Santa Rosa N 593,-12.060775195969276,-76.97813419015611,PENDIENTE
SALAMANCA,Av. Marginal - Mz. A Lt. 16,-12.082487132606838,-76.98257706588667,PENDIENTE
